Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Visibility (10m),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
-11.0,55,0.8,0.0,1541,December,Thursday,4 AM - 8 AM,No,Winter,108
-10.9,57,1.1,0.0,1387,December,Thursday,4 AM - 8 AM,No,Winter,279
-10.4,54,1.1,0.01,1432,December,Thursday,8 AM - 12 PM,No,Winter,621
-9.4,44,0.5,0.13,1680,December,Thursday,8 AM - 12 PM,No,Winter,305
-7.7,43,0.9,0.35,1555,December,Thursday,8 AM - 12 PM,No,Winter,189
-6.1,38,1.0,0.52,1587,December,Thursday,8 AM - 12 PM,No,Winter,247
-4.9,34,1.3,0.6,1768,December,Thursday,12 PM - 4 PM,No,Winter,278
-3.8,32,0.9,0.52,1827,December,Thursday,12 PM - 4 PM,No,Winter,282
-2.7,28,0.7,0.65,1857,December,Thursday,12 PM - 4 PM,No,Winter,294
-2.5,29,1.1,0.48,1667,December,Thursday,12 PM - 4 PM,No,Winter,301
-2.4,28,0.9,0.35,1878,December,Thursday,4 PM - 8 PM,No,Winter,335
-2.9,31,0.6,0.09,1723,December,Thursday,4 PM - 8 PM,No,Winter,382
-3.5,35,1.1,0.0,1414,December,Thursday,4 PM - 8 PM,No,Winter,612
-4.2,40,0.9,0.0,1216,December,Thursday,4 PM - 8 PM,No,Winter,410
-4.8,43,1.1,0.0,1397,December,Thursday,8 PM - 12 AM,No,Winter,277
-4.8,45,0.8,0.0,1351,December,Thursday,8 PM - 12 AM,No,Winter,316
-4.9,44,1.1,0.0,1369,December,Thursday,8 PM - 12 AM,No,Winter,309
-5.6,53,1.2,0.0,1290,December,Thursday,8 PM - 12 AM,No,Winter,211
-5.7,53,0.6,0.0,1262,December,Friday,12 AM - 4 AM,No,Winter,227
-6.3,57,0.4,0.0,1148,December,Friday,12 AM - 4 AM,No,Winter,241
-6.8,58,0.4,0.0,1089,December,Friday,12 AM - 4 AM,No,Winter,162
-6.9,56,0.5,0.0,1111,December,Friday,12 AM - 4 AM,No,Winter,110
-7.1,59,0.8,0.0,1058,December,Friday,4 AM - 8 AM,No,Winter,69
-7.5,64,0.9,0.0,989,December,Friday,4 AM - 8 AM,No,Winter,68
-7.4,64,0.7,0.0,906,December,Friday,4 AM - 8 AM,No,Winter,129
-7.0,63,0.6,0.0,865,December,Friday,4 AM - 8 AM,No,Winter,285
-6.6,64,1.1,0.0,791,December,Friday,8 AM - 12 PM,No,Winter,658
-5.9,60,0.6,0.09,691,December,Friday,8 AM - 12 PM,No,Winter,330
-4.6,52,0.8,0.34,648,December,Friday,8 AM - 12 PM,No,Winter,221
-2.9,46,1.0,0.42,809,December,Friday,8 AM - 12 PM,No,Winter,279
-2.5,43,0.7,0.34,895,December,Friday,12 PM - 4 PM,No,Winter,309
-1.6,40,0.3,0.32,868,December,Friday,12 PM - 4 PM,No,Winter,325
-0.7,39,0.8,0.35,826,December,Friday,12 PM - 4 PM,No,Winter,329
0.1,35,1.5,0.42,946,December,Friday,12 PM - 4 PM,No,Winter,342
0.0,37,0.6,0.13,994,December,Friday,4 PM - 8 PM,No,Winter,354
-0.2,39,0.8,0.0,1016,December,Friday,4 PM - 8 PM,No,Winter,464
0.1,43,0.9,0.0,1485,December,Friday,4 PM - 8 PM,No,Winter,682
0.6,41,1.2,0.0,1550,December,Friday,4 PM - 8 PM,No,Winter,451
0.9,42,1.2,0.0,1113,December,Friday,8 PM - 12 AM,No,Winter,320
0.7,47,2.7,0.0,1283,December,Friday,8 PM - 12 AM,No,Winter,300
-0.1,49,2.0,0.0,870,December,Friday,8 PM - 12 AM,No,Winter,296
-1.3,60,2.5,0.0,792,December,Friday,8 PM - 12 AM,No,Winter,247
-2.6,73,3.4,0.0,787,December,Saturday,12 AM - 4 AM,No,Winter,217
-3.4,76,2.9,0.0,582,December,Saturday,12 AM - 4 AM,No,Winter,302
-4.1,73,2.1,0.0,567,December,Saturday,12 AM - 4 AM,No,Winter,228
-4.5,71,1.6,0.0,651,December,Saturday,12 AM - 4 AM,No,Winter,129
-5.0,70,2.7,0.0,702,December,Saturday,4 AM - 8 AM,No,Winter,80
-5.6,72,2.0,0.0,662,December,Saturday,4 AM - 8 AM,No,Winter,45
-6.1,69,2.9,0.0,765,December,Saturday,4 AM - 8 AM,No,Winter,66
-6.7,64,2.1,0.0,977,December,Saturday,4 AM - 8 AM,No,Winter,90
-7.3,62,2.6,0.0,1112,December,Saturday,8 AM - 12 PM,No,Winter,190
-7.2,47,2.8,0.18,1724,December,Saturday,8 AM - 12 PM,No,Winter,195
-6.2,42,2.3,0.52,1893,December,Saturday,8 AM - 12 PM,No,Winter,201
-5.2,30,4.0,0.86,1991,December,Saturday,8 AM - 12 PM,No,Winter,239
-4.1,28,3.8,1.08,1998,December,Saturday,12 PM - 4 PM,No,Winter,252
-3.7,23,4.0,1.12,1980,December,Saturday,12 PM - 4 PM,No,Winter,296
-3.4,22,4.3,1.07,1966,December,Saturday,12 PM - 4 PM,No,Winter,292
-3.3,22,5.0,0.86,2000,December,Saturday,12 PM - 4 PM,No,Winter,291
-3.3,24,3.5,0.54,2000,December,Saturday,4 PM - 8 PM,No,Winter,258
-4.6,26,2.6,0.17,2000,December,Saturday,4 PM - 8 PM,No,Winter,277
-5.3,28,3.5,0.0,2000,December,Saturday,4 PM - 8 PM,No,Winter,212
-6.0,32,2.4,0.0,2000,December,Saturday,4 PM - 8 PM,No,Winter,173
-6.6,37,3.4,0.0,2000,December,Saturday,8 PM - 12 AM,No,Winter,143
-7.1,39,3.2,0.0,2000,December,Saturday,8 PM - 12 AM,No,Winter,159
-7.6,41,1.6,0.0,2000,December,Saturday,8 PM - 12 AM,No,Winter,155
-8.0,41,2.2,0.0,2000,December,Saturday,8 PM - 12 AM,No,Winter,142
-8.1,41,2.0,0.0,2000,December,Sunday,12 AM - 4 AM,No,Winter,175
-8.4,40,1.6,0.0,2000,December,Sunday,12 AM - 4 AM,No,Winter,146
-8.7,40,2.8,0.0,2000,December,Sunday,12 AM - 4 AM,No,Winter,132
-9.0,40,3.1,0.0,2000,December,Sunday,12 AM - 4 AM,No,Winter,100
-9.5,40,1.9,0.0,2000,December,Sunday,4 AM - 8 AM,No,Winter,41
-9.7,41,3.1,0.0,2000,December,Sunday,4 AM - 8 AM,No,Winter,31
-9.9,42,2.3,0.0,2000,December,Sunday,4 AM - 8 AM,No,Winter,39
-10.2,42,2.3,0.0,2000,December,Sunday,4 AM - 8 AM,No,Winter,53
-10.7,43,0.9,0.0,2000,December,Sunday,8 AM - 12 PM,No,Winter,94
-10.5,38,1.1,0.19,1950,December,Sunday,8 AM - 12 PM,No,Winter,122
-8.5,31,1.5,0.58,1997,December,Sunday,8 AM - 12 PM,No,Winter,142
-7.2,29,1.8,0.88,1926,December,Sunday,8 AM - 12 PM,No,Winter,189
-4.9,25,2.6,1.08,1966,December,Sunday,12 PM - 4 PM,No,Winter,216
-4.5,25,3.2,1.14,1989,December,Sunday,12 PM - 4 PM,No,Winter,223
-3.2,26,3.1,1.07,1933,December,Sunday,12 PM - 4 PM,No,Winter,268
-2.5,28,2.0,0.85,2000,December,Sunday,12 PM - 4 PM,No,Winter,278
-2.7,31,2.3,0.54,2000,December,Sunday,4 PM - 8 PM,No,Winter,256
-3.8,35,2.4,0.17,2000,December,Sunday,4 PM - 8 PM,No,Winter,266
-4.7,37,1.8,0.01,2000,December,Sunday,4 PM - 8 PM,No,Winter,204
-5.6,39,1.1,0.0,2000,December,Sunday,4 PM - 8 PM,No,Winter,157
-6.0,42,0.8,0.0,2000,December,Sunday,8 PM - 12 AM,No,Winter,166
-6.5,45,0.7,0.0,2000,December,Sunday,8 PM - 12 AM,No,Winter,168
-6.6,50,0.6,0.0,1990,December,Sunday,8 PM - 12 AM,No,Winter,172
-6.9,53,0.7,0.0,2000,December,Sunday,8 PM - 12 AM,No,Winter,138
-5.9,50,0.6,0.0,2000,December,Monday,12 AM - 4 AM,No,Winter,151
-5.3,48,0.4,0.0,1664,December,Monday,12 AM - 4 AM,No,Winter,97
-5.0,65,0.4,0.0,990,December,Monday,12 AM - 4 AM,No,Winter,38
-5.3,76,1.0,0.0,767,December,Monday,12 AM - 4 AM,No,Winter,32
-5.4,81,0.7,0.0,270,December,Monday,4 AM - 8 AM,No,Winter,29
-5.3,81,0.9,0.0,923,December,Monday,4 AM - 8 AM,No,Winter,27
-5.2,85,0.9,0.0,271,December,Monday,4 AM - 8 AM,No,Winter,45
-5.0,85,0.7,0.0,186,December,Monday,4 AM - 8 AM,No,Winter,96
-4.6,86,1.2,0.0,508,December,Monday,8 AM - 12 PM,No,Winter,146
-4.3,89,1.0,0.0,59,December,Monday,8 AM - 12 PM,No,Winter,52
-3.7,87,1.0,0.03,541,December,Monday,8 AM - 12 PM,No,Winter,36
-2.9,85,1.2,0.06,243,December,Monday,8 AM - 12 PM,No,Winter,44
-1.8,83,1.2,0.09,351,December,Monday,12 PM - 4 PM,No,Winter,62
-0.9,84,1.2,0.09,333,December,Monday,12 PM - 4 PM,No,Winter,76
0.5,76,0.9,0.17,364,December,Monday,12 PM - 4 PM,No,Winter,116
1.6,73,0.9,0.6,421,December,Monday,12 PM - 4 PM,No,Winter,137
1.8,76,0.8,0.47,410,December,Monday,4 PM - 8 PM,No,Winter,181
0.4,84,0.8,0.15,317,December,Monday,4 PM - 8 PM,No,Winter,175
0.0,88,0.6,0.0,277,December,Monday,4 PM - 8 PM,No,Winter,281
1.3,65,1.1,0.0,1122,December,Monday,4 PM - 8 PM,No,Winter,198
3.3,65,3.2,0.0,1172,December,Monday,8 PM - 12 AM,No,Winter,165
2.8,73,2.4,0.0,831,December,Monday,8 PM - 12 AM,No,Winter,148
1.5,82,2.4,0.0,537,December,Monday,8 PM - 12 AM,No,Winter,160
0.1,81,2.9,0.0,551,December,Monday,8 PM - 12 AM,No,Winter,128
-1.0,73,2.3,0.0,881,December,Tuesday,12 AM - 4 AM,No,Winter,122
-2.0,72,0.8,0.0,979,December,Tuesday,12 AM - 4 AM,No,Winter,122
-2.7,72,0.9,0.0,990,December,Tuesday,12 AM - 4 AM,No,Winter,93
-2.8,58,1.6,0.0,1315,December,Tuesday,12 AM - 4 AM,No,Winter,55
-2.9,59,1.8,0.0,1286,December,Tuesday,4 AM - 8 AM,No,Winter,39
-3.9,66,0.7,0.0,1209,December,Tuesday,4 AM - 8 AM,No,Winter,55
-4.3,70,1.6,0.0,1169,December,Tuesday,4 AM - 8 AM,No,Winter,78
-4.4,64,2.8,0.0,1367,December,Tuesday,4 AM - 8 AM,No,Winter,165
-5.2,58,2.2,0.0,1594,December,Tuesday,8 AM - 12 PM,No,Winter,390
-5.3,48,2.6,0.18,1810,December,Tuesday,8 AM - 12 PM,No,Winter,199
-4.6,41,2.8,0.57,1815,December,Tuesday,8 AM - 12 PM,No,Winter,151
-3.5,35,2.2,0.87,1742,December,Tuesday,8 AM - 12 PM,No,Winter,174
-2.5,31,2.6,1.08,1778,December,Tuesday,12 PM - 4 PM,No,Winter,191
-2.2,25,3.2,1.17,1970,December,Tuesday,12 PM - 4 PM,No,Winter,189
-2.2,23,3.7,1.09,1971,December,Tuesday,12 PM - 4 PM,No,Winter,178
-1.3,26,3.0,0.91,2000,December,Tuesday,12 PM - 4 PM,No,Winter,195
-1.8,31,3.1,0.56,1993,December,Tuesday,4 PM - 8 PM,No,Winter,211
-2.7,35,1.8,0.18,2000,December,Tuesday,4 PM - 8 PM,No,Winter,256
-3.8,42,3.3,0.0,2000,December,Tuesday,4 PM - 8 PM,No,Winter,384
-4.5,51,2.0,0.0,2000,December,Tuesday,4 PM - 8 PM,No,Winter,276
-4.9,55,2.0,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,225
-5.0,57,1.9,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,224
-5.5,56,1.5,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,213
-5.8,57,1.7,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,149
-6.5,63,1.5,0.0,1666,December,Wednesday,12 AM - 4 AM,No,Winter,142
-7.3,67,1.1,0.0,1593,December,Wednesday,12 AM - 4 AM,No,Winter,172
-7.8,68,0.9,0.0,1642,December,Wednesday,12 AM - 4 AM,No,Winter,108
-8.1,70,1.3,0.0,1557,December,Wednesday,12 AM - 4 AM,No,Winter,71
-8.5,73,1.0,0.0,1723,December,Wednesday,4 AM - 8 AM,No,Winter,38
-8.3,67,0.9,0.0,1566,December,Wednesday,4 AM - 8 AM,No,Winter,56
-8.2,66,0.9,0.0,1718,December,Wednesday,4 AM - 8 AM,No,Winter,97
-8.1,67,0.9,0.0,1737,December,Wednesday,4 AM - 8 AM,No,Winter,213
-7.8,65,1.1,0.0,1738,December,Wednesday,8 AM - 12 PM,No,Winter,466
-6.7,62,1.1,0.09,1749,December,Wednesday,8 AM - 12 PM,No,Winter,239
-5.4,56,1.1,0.28,1751,December,Wednesday,8 AM - 12 PM,No,Winter,162
-4.2,51,1.1,0.4,1772,December,Wednesday,8 AM - 12 PM,No,Winter,204
-3.2,49,1.3,0.53,1723,December,Wednesday,12 PM - 4 PM,No,Winter,209
-1.3,43,1.0,0.8,1777,December,Wednesday,12 PM - 4 PM,No,Winter,228
-0.5,44,1.0,0.71,1793,December,Wednesday,12 PM - 4 PM,No,Winter,243
-0.2,45,1.0,0.41,1852,December,Wednesday,12 PM - 4 PM,No,Winter,240
-0.5,48,1.1,0.12,1722,December,Wednesday,4 PM - 8 PM,No,Winter,225
-0.9,70,1.1,0.02,299,December,Wednesday,4 PM - 8 PM,No,Winter,237
-1.4,79,1.6,0.0,702,December,Wednesday,4 PM - 8 PM,No,Winter,329
-1.5,81,1.8,0.0,751,December,Wednesday,4 PM - 8 PM,No,Winter,190
-1.9,86,0.9,0.0,700,December,Wednesday,8 PM - 12 AM,No,Winter,165
-2.0,83,1.2,0.0,904,December,Wednesday,8 PM - 12 AM,No,Winter,197
-1.6,82,0.4,0.0,929,December,Wednesday,8 PM - 12 AM,No,Winter,184
-1.1,87,1.4,0.0,349,December,Wednesday,8 PM - 12 AM,No,Winter,153
-1.3,90,2.0,0.0,259,December,Thursday,12 AM - 4 AM,No,Winter,166
-1.8,90,1.6,0.0,263,December,Thursday,12 AM - 4 AM,No,Winter,189
-2.2,88,1.4,0.0,348,December,Thursday,12 AM - 4 AM,No,Winter,132
-2.9,89,1.3,0.0,288,December,Thursday,12 AM - 4 AM,No,Winter,79
-3.6,91,1.2,0.0,241,December,Thursday,4 AM - 8 AM,No,Winter,58
-4.3,91,1.5,0.0,233,December,Thursday,4 AM - 8 AM,No,Winter,49
-4.8,91,1.1,0.0,266,December,Thursday,4 AM - 8 AM,No,Winter,84
-5.3,90,1.1,0.0,311,December,Thursday,4 AM - 8 AM,No,Winter,178
-5.6,89,0.9,0.0,371,December,Thursday,8 AM - 12 PM,No,Winter,423
-5.3,88,0.4,0.21,463,December,Thursday,8 AM - 12 PM,No,Winter,265
-3.0,71,0.7,0.67,608,December,Thursday,8 AM - 12 PM,No,Winter,169
-0.7,62,0.7,0.77,519,December,Thursday,8 AM - 12 PM,No,Winter,243
1.9,40,2.0,1.04,1835,December,Thursday,12 PM - 4 PM,No,Winter,290
3.2,42,1.8,1.08,1349,December,Thursday,12 PM - 4 PM,No,Winter,285
4.3,47,2.3,0.96,953,December,Thursday,12 PM - 4 PM,No,Winter,255
4.4,46,1.4,0.78,1113,December,Thursday,12 PM - 4 PM,No,Winter,316
4.1,51,1.8,0.48,1112,December,Thursday,4 PM - 8 PM,No,Winter,301
2.9,60,1.3,0.16,1193,December,Thursday,4 PM - 8 PM,No,Winter,366
1.7,64,1.3,0.0,1140,December,Thursday,4 PM - 8 PM,No,Winter,531
0.8,71,0.9,0.0,923,December,Thursday,4 PM - 8 PM,No,Winter,355
0.2,72,0.7,0.0,990,December,Thursday,8 PM - 12 AM,No,Winter,288
-0.4,74,0.6,0.0,1065,December,Thursday,8 PM - 12 AM,No,Winter,248
-1.1,78,0.6,0.0,865,December,Thursday,8 PM - 12 AM,No,Winter,252
-1.5,79,0.6,0.0,821,December,Thursday,8 PM - 12 AM,No,Winter,212
-1.7,79,0.5,0.0,794,December,Friday,12 AM - 4 AM,Yes,Winter,196
-1.6,79,0.6,0.0,784,December,Friday,12 AM - 4 AM,Yes,Winter,250
-1.1,79,0.7,0.0,736,December,Friday,12 AM - 4 AM,Yes,Winter,161
-0.6,76,0.5,0.0,789,December,Friday,12 AM - 4 AM,Yes,Winter,99
-0.3,76,0.9,0.0,760,December,Friday,4 AM - 8 AM,Yes,Winter,64
-0.2,73,0.8,0.0,880,December,Friday,4 AM - 8 AM,Yes,Winter,76
-0.1,71,0.8,0.0,895,December,Friday,4 AM - 8 AM,Yes,Winter,114
-0.3,72,0.7,0.0,919,December,Friday,4 AM - 8 AM,Yes,Winter,283
-0.4,69,0.5,0.0,904,December,Friday,8 AM - 12 PM,Yes,Winter,544
0.3,67,0.7,0.03,897,December,Friday,8 AM - 12 PM,Yes,Winter,298
1.4,64,1.0,0.25,897,December,Friday,8 AM - 12 PM,Yes,Winter,248
3.1,57,0.8,0.63,804,December,Friday,8 AM - 12 PM,Yes,Winter,278
4.5,56,0.8,0.71,836,December,Friday,12 PM - 4 PM,Yes,Winter,301
5.4,55,1.2,0.66,820,December,Friday,12 PM - 4 PM,Yes,Winter,320
5.9,55,0.6,0.48,779,December,Friday,12 PM - 4 PM,Yes,Winter,326
6.5,55,0.9,0.38,801,December,Friday,12 PM - 4 PM,Yes,Winter,386
6.0,58,0.7,0.19,732,December,Friday,4 PM - 8 PM,Yes,Winter,416
5.4,61,1.3,0.08,691,December,Friday,4 PM - 8 PM,Yes,Winter,477
4.9,63,0.6,0.0,677,December,Friday,4 PM - 8 PM,Yes,Winter,671
5.2,64,0.7,0.0,691,December,Friday,4 PM - 8 PM,Yes,Winter,481
5.9,67,1.3,0.0,779,December,Friday,8 PM - 12 AM,Yes,Winter,323
6.1,70,2.2,0.0,763,December,Friday,8 PM - 12 AM,Yes,Winter,309
6.1,70,2.7,0.0,806,December,Friday,8 PM - 12 AM,Yes,Winter,314
5.8,74,2.5,0.0,832,December,Friday,8 PM - 12 AM,Yes,Winter,249
5.8,75,1.9,0.0,788,December,Saturday,12 AM - 4 AM,No,Winter,282
5.7,75,1.7,0.0,706,December,Saturday,12 AM - 4 AM,No,Winter,337
5.6,76,1.6,0.0,641,December,Saturday,12 AM - 4 AM,No,Winter,312
5.4,77,1.6,0.0,583,December,Saturday,12 AM - 4 AM,No,Winter,230
5.3,79,0.9,0.0,506,December,Saturday,4 AM - 8 AM,No,Winter,120
5.0,81,1.2,0.0,425,December,Saturday,4 AM - 8 AM,No,Winter,59
5.1,81,1.3,0.0,375,December,Saturday,4 AM - 8 AM,No,Winter,63
5.1,82,0.7,0.0,334,December,Saturday,4 AM - 8 AM,No,Winter,99
5.1,83,0.9,0.0,297,December,Saturday,8 AM - 12 PM,No,Winter,188
5.2,84,0.7,0.03,226,December,Saturday,8 AM - 12 PM,No,Winter,239
5.4,82,1.2,0.13,215,December,Saturday,8 AM - 12 PM,No,Winter,235
5.7,81,1.1,0.18,192,December,Saturday,8 AM - 12 PM,No,Winter,282
7.0,72,1.9,0.64,246,December,Saturday,12 PM - 4 PM,No,Winter,325
7.7,68,1.0,0.58,249,December,Saturday,12 PM - 4 PM,No,Winter,423
8.6,63,1.6,0.72,263,December,Saturday,12 PM - 4 PM,No,Winter,405
8.6,64,1.5,0.57,269,December,Saturday,12 PM - 4 PM,No,Winter,443
8.2,64,1.0,0.32,281,December,Saturday,4 PM - 8 PM,No,Winter,473
7.7,67,0.9,0.11,264,December,Saturday,4 PM - 8 PM,No,Winter,453
6.6,73,0.4,0.0,229,December,Saturday,4 PM - 8 PM,No,Winter,340
6.0,76,1.1,0.0,219,December,Saturday,4 PM - 8 PM,No,Winter,260
5.9,75,1.5,0.0,222,December,Saturday,8 PM - 12 AM,No,Winter,258
5.6,77,0.9,0.0,212,December,Saturday,8 PM - 12 AM,No,Winter,279
5.3,79,0.6,0.0,200,December,Saturday,8 PM - 12 AM,No,Winter,282
5.5,80,0.6,0.0,185,December,Saturday,8 PM - 12 AM,No,Winter,237
5.6,78,0.6,0.0,196,December,Sunday,12 AM - 4 AM,Yes,Winter,266
5.6,78,0.5,0.0,197,December,Sunday,12 AM - 4 AM,Yes,Winter,251
5.4,80,0.9,0.0,190,December,Sunday,12 AM - 4 AM,Yes,Winter,196
5.2,82,0.8,0.0,190,December,Sunday,12 AM - 4 AM,Yes,Winter,149
5.2,82,0.7,0.0,189,December,Sunday,4 AM - 8 AM,Yes,Winter,79
5.1,82,0.6,0.0,185,December,Sunday,4 AM - 8 AM,Yes,Winter,44
4.9,84,1.3,0.0,159,December,Sunday,4 AM - 8 AM,Yes,Winter,12
4.7,89,1.1,0.0,100,December,Sunday,4 AM - 8 AM,Yes,Winter,3
4.6,91,1.7,0.0,95,December,Sunday,8 AM - 12 PM,Yes,Winter,4
4.6,94,0.9,0.0,90,December,Sunday,8 AM - 12 PM,Yes,Winter,3
4.8,96,0.6,0.04,87,December,Sunday,8 AM - 12 PM,Yes,Winter,4
4.6,95,0.8,0.05,156,December,Sunday,8 AM - 12 PM,Yes,Winter,9
4.1,91,0.8,0.07,404,December,Sunday,12 PM - 4 PM,Yes,Winter,4
3.7,90,0.7,0.15,744,December,Sunday,12 PM - 4 PM,Yes,Winter,7
3.3,90,2.5,0.19,561,December,Sunday,12 PM - 4 PM,Yes,Winter,28
2.9,90,2.0,0.08,380,December,Sunday,12 PM - 4 PM,Yes,Winter,38
2.3,91,3.3,0.07,270,December,Sunday,4 PM - 8 PM,Yes,Winter,54
2.2,86,2.6,0.04,605,December,Sunday,4 PM - 8 PM,Yes,Winter,104
1.9,82,4.3,0.01,699,December,Sunday,4 PM - 8 PM,Yes,Winter,128
1.1,68,4.4,0.0,695,December,Sunday,4 PM - 8 PM,Yes,Winter,132
0.6,67,3.3,0.0,506,December,Sunday,8 PM - 12 AM,Yes,Winter,116
0.4,69,3.5,0.0,477,December,Sunday,8 PM - 12 AM,Yes,Winter,145
0.2,69,2.7,0.0,565,December,Sunday,8 PM - 12 AM,Yes,Winter,110
0.0,63,3.2,0.0,884,December,Sunday,8 PM - 12 AM,Yes,Winter,128
-0.6,64,2.4,0.0,1010,December,Monday,12 AM - 4 AM,Yes,Winter,160
-1.2,57,4.3,0.0,1429,December,Monday,12 AM - 4 AM,Yes,Winter,132
-1.8,53,4.1,0.0,1825,December,Monday,12 AM - 4 AM,Yes,Winter,115
-2.3,52,3.4,0.0,1947,December,Monday,12 AM - 4 AM,Yes,Winter,100
-3.0,51,3.2,0.0,2000,December,Monday,4 AM - 8 AM,Yes,Winter,72
-3.7,51,2.6,0.0,2000,December,Monday,4 AM - 8 AM,Yes,Winter,32
-4.1,50,3.0,0.0,2000,December,Monday,4 AM - 8 AM,Yes,Winter,59
-4.6,46,2.8,0.0,2000,December,Monday,4 AM - 8 AM,Yes,Winter,61
-4.9,44,3.0,0.0,2000,December,Monday,8 AM - 12 PM,Yes,Winter,94
-4.6,40,3.5,0.18,2000,December,Monday,8 AM - 12 PM,Yes,Winter,107
-3.7,35,3.7,0.57,1937,December,Monday,8 AM - 12 PM,Yes,Winter,133
-2.8,35,2.9,0.87,1984,December,Monday,8 AM - 12 PM,Yes,Winter,179
-1.6,33,2.5,1.18,1874,December,Monday,12 PM - 4 PM,Yes,Winter,221
-1.5,33,3.8,1.18,2000,December,Monday,12 PM - 4 PM,Yes,Winter,244
-0.4,31,2.0,1.1,2000,December,Monday,12 PM - 4 PM,Yes,Winter,274
0.4,28,2.5,0.9,2000,December,Monday,12 PM - 4 PM,Yes,Winter,319
0.4,27,2.0,0.58,2000,December,Monday,4 PM - 8 PM,Yes,Winter,272
-0.7,29,2.0,0.21,2000,December,Monday,4 PM - 8 PM,Yes,Winter,260
-1.6,33,2.0,0.0,2000,December,Monday,4 PM - 8 PM,Yes,Winter,237
-1.8,41,2.1,0.0,2000,December,Monday,4 PM - 8 PM,Yes,Winter,184
-2.1,49,1.7,0.0,2000,December,Monday,8 PM - 12 AM,Yes,Winter,181
-1.7,51,1.7,0.0,2000,December,Monday,8 PM - 12 AM,Yes,Winter,185
-1.3,53,1.7,0.0,2000,December,Monday,8 PM - 12 AM,Yes,Winter,176
-1.0,55,1.9,0.0,2000,December,Monday,8 PM - 12 AM,Yes,Winter,169
-1.4,58,1.0,0.0,1880,December,Tuesday,12 AM - 4 AM,No,Winter,178
-1.5,62,1.3,0.0,2000,December,Tuesday,12 AM - 4 AM,No,Winter,127
-2.1,69,1.0,0.0,1995,December,Tuesday,12 AM - 4 AM,No,Winter,85
-2.6,70,1.0,0.0,1992,December,Tuesday,12 AM - 4 AM,No,Winter,72
-2.6,72,1.4,0.0,1929,December,Tuesday,4 AM - 8 AM,No,Winter,49
-2.9,77,0.8,0.0,1833,December,Tuesday,4 AM - 8 AM,No,Winter,65
-2.8,73,0.7,0.0,1906,December,Tuesday,4 AM - 8 AM,No,Winter,120
-2.9,73,1.9,0.0,1911,December,Tuesday,4 AM - 8 AM,No,Winter,296
-2.7,68,2.2,0.0,1919,December,Tuesday,8 AM - 12 PM,No,Winter,578
-2.8,52,2.9,0.16,1895,December,Tuesday,8 AM - 12 PM,No,Winter,293
-2.2,36,4.1,0.53,1930,December,Tuesday,8 AM - 12 PM,No,Winter,180
-2.1,28,4.9,0.87,1887,December,Tuesday,8 AM - 12 PM,No,Winter,250
-1.3,23,4.0,1.09,2000,December,Tuesday,12 PM - 4 PM,No,Winter,262
-2.0,15,4.7,1.18,1970,December,Tuesday,12 PM - 4 PM,No,Winter,262
-1.6,20,4.3,1.11,2000,December,Tuesday,12 PM - 4 PM,No,Winter,271
-1.9,17,5.0,0.93,2000,December,Tuesday,12 PM - 4 PM,No,Winter,246
-1.9,17,3.3,0.61,2000,December,Tuesday,4 PM - 8 PM,No,Winter,282
-3.6,20,3.7,0.23,2000,December,Tuesday,4 PM - 8 PM,No,Winter,350
-4.7,23,3.4,0.01,2000,December,Tuesday,4 PM - 8 PM,No,Winter,481
-5.4,27,3.0,0.0,2000,December,Tuesday,4 PM - 8 PM,No,Winter,317
-6.1,32,4.7,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,252
-6.6,39,3.2,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,220
-7.2,38,3.1,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,213
-7.5,37,3.1,0.0,2000,December,Tuesday,8 PM - 12 AM,No,Winter,156
-7.9,37,2.2,0.0,2000,December,Wednesday,12 AM - 4 AM,No,Winter,133
-8.2,39,1.8,0.0,2000,December,Wednesday,12 AM - 4 AM,No,Winter,142
-8.6,37,1.5,0.0,2000,December,Wednesday,12 AM - 4 AM,No,Winter,93
-9.1,37,1.0,0.0,2000,December,Wednesday,12 AM - 4 AM,No,Winter,81
-9.1,33,2.3,0.0,2000,December,Wednesday,4 AM - 8 AM,No,Winter,55
-9.4,36,1.9,0.0,2000,December,Wednesday,4 AM - 8 AM,No,Winter,66
-9.8,37,1.7,0.0,2000,December,Wednesday,4 AM - 8 AM,No,Winter,105
-10.1,38,2.3,0.0,2000,December,Wednesday,4 AM - 8 AM,No,Winter,262
-10.2,35,1.8,0.0,2000,December,Wednesday,8 AM - 12 PM,No,Winter,502
-9.8,33,2.0,0.17,1997,December,Wednesday,8 AM - 12 PM,No,Winter,279
-8.5,29,2.4,0.56,1992,December,Wednesday,8 AM - 12 PM,No,Winter,146
-6.8,28,2.1,0.88,1986,December,Wednesday,8 AM - 12 PM,No,Winter,213
